anime_id,description
11013,"The Shirakiin house's daughter, Shirakiin Ririchiyo, who has a complex about being unable to live independently and unprotected, feels the need to move out and live on her own under the condition of residing in the mansion named ""Ayakashi Kan."" In this mansion, only those who have cleared a very strict examination could reside in it, and for each resident, they are accompanied with one agent of the Secret Service (S.S.). Although Riricho has rejected the company of the S.S., while residing in the mansion she finds out that the agent dedicated to protecting her is actually the Fox Spirit."
108617,"The world is ruled by a diversity of inhuman beings, who persecuted humans and drove them to near-extinction. One day, the forest guardian Golem meets a human girl. This is a chronicle of a journey that would bind a member of the dying ""human"" clan to the forest guardian Golem, as father and daughter.

(Source: Crunchyroll)The first episode received an advance web distribution on January 3. The regular TV broadcast started on January 10."
124140,"Return to the death game where it all began—Sword Art Online. In this new Aincrad Arc by original creator Reki Kawahara, the story is seen through Asuna’s eyes. What at first seems like a dream come true quickly becomes a nightmare when newbie gamer Asuna Yuuki learns the only way to escape the virtual world of Aincrad is to beat all 100 levels—but “Game Over” means you die in the real world. 
(Source: Crunchyroll)"
1604,"Nowadays, the mafia world is ruled by Italy's strongest family, the Vongola. Vongola's current head, ninth in the row, is an old man ready for retirement. But before he can hand down his position, he needs help from a professional Hitman to prepare the next generation Boss for ruling over Vongola and the mafia world itself.
Sawada Tsunayoshi is just your ordinary teenage boy who attends Junior High and sucks at it. He is unpopular, has no friends, and is desperately in love with a girl from his class. But his life takes an extraordinary turn when Tsunayoshi meets Reborn, an infamous hitman, who the ninth boss of Vongola has sent to train Tsunayoshi for his upcoming title.
(Source: Katekyo Hitman Reborn! FC)"
140457,"After saving humanity from the despicable Demon King, Leo Demonhart does not earn a hero’s standing. Instead, he is regarded with suspicion and hostility by those he fought to protect. Treated as a pariah with nowhere else to turn, exiled Leo seeks a position in the army of his former nemesis! But the army is not what it once was before its defeat at Leo’s hands, so to maintain his new position, Leo must whip the forces back into fighting shape.

(Source: Sentai Filmworks)"
10490,"Saya is a seemingly normal girl living with her father in a shrine. During the day she goes to school and spends time with her friends at a local cafe. But when night falls Saya is called upon to protect her village from strange monsters. 
(Source: Anime News Network)"
101903,"Former ace runner of Sendai Josei High School, Kakeru Kurahara is chased away from a convenience store for shoplifting. Shaking off his pursuer, he runs into Haiji Kiyose, another student from his university. Haiji is impressed by Kakeru's agility and persuades him to live in Chikusei-sou, the run-down apartment where Haiji resides along with eight other students. Having lost his entire apartment deposit at a mahjong parlor, Kakeru accepts the offer reluctantly.

However, Haiji reveals a secret during Kakeru's welcoming party: the apartment is actually the dormitory of the Kansei University Track Club. He unveils his ultimate goal of participating in the Hakone Ekiden—one of the most prominent university marathon relay races in Japan. Unfortunately, all the residents apart from Haiji and Kakeru are complete running novices. Worse still, none of the inhabitants are even remotely interested in being involved with Haiji's ridiculous plan! With only months before the deadline, will the fourth-year student be able to convince them otherwise and realize his elusive dream of running in the Hakone Ekiden?"
108623,"“Please find any information on the Noble Fencer that disappeared after leaving to slay some goblins.”

Goblin Slayer and his party head up to the snowy mountains in the north after receiving that request from the Sword Maiden. A small village gets attacked, they encounter a mysterious chapel, and something about how these goblins are acting bothers the Goblin slayer.

“I’m going to take back everything that I’ve lost!”

In order to save the captured Noble Fencer, the Goblin Slayer and his party head to an ancient fortress covered in snow to face off with a powerful foe and a horde of goblins!

(Source: Crunchyroll)"
130586,"As the most powerful entity of all time, the Demon Lord Varvatos thinks life is a big fat snore. When he takes matters into his own hands and decides to reincarnate, he calibrates his magical strength to be perfectly average. But there is no way he could have predicted that everyone in the modern world would be weak as hell, which means he is totally overpowered once again! Reborn under the name Ard, he has ladies fawning over him, the royal family begging him to become the next king, and an ex-minion insisting on killing him?! But Ard has a one-track mind, and he won't stop at anything to achieve his ultimate goal!

(Source: Yen Press)"
132474,"One day, a gamer played video games until he fell asleep…and when he woke up, he found himself in the game world–as a skeleton! Equipped with the powerful weapons and armor of his avatar but stuck with its frightening skeletal appearance, Arc has to find a place for himself in this new, fantastical land. All his hopes for a quiet life are dashed when he crosses paths with a beautiful elven warrior, setting him on a journey full of conflict and adventure.

(Source: Seven Seas Entertainment)"
21676,"Contrary to what the adventures of Bell and the Goddess Hestia might imply, not everyone goes into the dungeon of Orario to pick up girls.  The veterans of the Goddess Loki’s Familia have lots of reasons for risking life and limb facing the monsters and mayhem lurking within the deadly labyrinth’s multiple levels, but new member and mage Lefiya just wants to prove that she’s worthy to be on the same team as her hero, the famed sword princess Ais Wallenstein.  As for Ais herself, she’s seeking something that no one else even suspects, and she may find it when trouble comes after her from the previously unreached 59th level!

(Source: Sentai Filmworks)"
136934,"Ah, high school. Is there any better place to start fresh after a horrible middle school relationship? Nope! Not unless your ex ends up at the same school as you and is now your stepsibling. What was supposed to be a sanctuary of peace where I could avoid ever seeing her again has become a living nightmare! Everywhere I look, I see her—in my house, in my school, in my class. There's no escape! She even claims that she’s the older sibling. Like hell she is! But I won't lose to her. After all, I'm the older brother in this new family situation. That’s right, we’re family now. No matter how much we may have thought we loved each other before, we saw one another’s true colors and realized we weren’t meant for each other. That’s why even though we may keep up a buddy-buddy sibling act for the sake of our parents, things will never go back to the way they used to be.

(Source: J-Novel Club)"
3002,"Itou Kaiji is a bum who steals car emblems and slashes tires on what seems to be a regular basis. This routine changes one day when he is paid a visit by a man in a trench-coat. Once the two get talking, it seems that the visitor (Calling himself Endou) is a debt collector. The reason for his visit is an unpaid loan which Kaiji had previously co-signed for a work-mate (Furuhata Takeshi). The original loan was 300,000 yen and once Takeshi had disappeared, the loan then fell on Kaiji.
Kaiji is then told of a way to clear the interest compounded debt (which stood at 3,850,000 yen), which involved getting on a boat with others in his position. Once on the boat the debtors would then have to gamble with loaned money, which would end with a few winning, and others getting into deeper debt and having to work to pay off their debts. After some coercion Kaiji accepts a position on the boat, in order to clear his debt and make a bit of money as well..."
118419,"Youta Narukami is a student focused only on his college entrance exams. During his last summer break of high school, he is approached by a girl named Hina who says she is the god of omniscience. She tells him that in thirty days, the world will end. At first Youta doesn't believe her, but after she demonstrates supernatural predictive abilities, he becomes convinced her power is genuine. Hina, meanwhile, decides for some reason to stay at his house, and they begin a tumultuous vacation facing the end of the world together.

(Source: Anime News Network)

Note: The first episode received an early screening on October 3rd, 2020. The regular TV broadcast started on October 11th, 2020."
126659,"The third installment in the Boku no Hero Academia movie franchise.When a sinister organization threatens to wipe out all superhuman powers, the fate of the world is on the line. With two hours until the collapse of civilization, Deku, Bakugo, and Todoroki manage to work as a team, but there’s still one problem. Deku’s on the run for murder.(Source: Funimation)"
116338,"The second season of Mairimashita! Iruma-kun.

Suzuki Iruma, human and deeply non-aggressive, one day becomes the grandson of the great demon Sullivan. Doted on beyond belief, Iruma starts school where ""Grandpa"" serves as the chair... and finds, to his surprise, that he enjoys life there with Asmodeus, Clara, and the rest of his demon classmates. But just when Iruma thought he'd fitted in, there's more trouble ahead! A ring begins to talk, and Iruma... goes bad?! Iruma's chaotic, demonic life at school continues!

(Source: NHK)"
13659,"The second season of Ore no Imouto ga Konna ni Kawaii Wake ga Nai

Kirino is back from her trip to America, but the fun doesn't stop here! In the second season of Oreimo, Kyousuke continues to give Kirino life consultations. This time, romance lurks on the horizon for both siblings..."
107625,"Cherry is a quiet boy who loves to make haikus based off of the things he sees. One summer day in a city in the Japanese countryside…

At a shopping mall, he meets Smile, a beautiful girl in a mask. Cherry has trouble speaking in anything but haikus, and Smile wears a mask to hide her big, braces-covered front teeth. The two of them get closer as the south wind blows. One day, the two of them learn from Old Man Fujiyama, a master of Haiku who’s started going senile, that he’s searching for a certain record.

“If I can hear this record again, I can remember… Something I don’t want to forget, but can’t remember…”

Cherry and Smile decide to help. This is the story of their summer, set in a shopping mall…

(Source: Hakuhodo DY Music & Pictures)"
132052,"Mixed up with another family's child as a baby, high school student Umino Nagi is finally meeting his biological parents. On the day of their meeting, he happens to encounter Amano Erika, a high school student at a prestigious and wealthy girls school. At her request, he's half-forced into pretending to be her boyfriend so she can avoid marrying her fiance....However, not only were they the babies who had been mixed up, they're also engaged to each other! The loving parents of both families officially recognize their engagement, and the couple begins living together. Nagi is in love with his classmate Segawa Hiro, and Erika is determined to rebel against her father, so the couple agree not to get involved with each other. The mixed-up and chaotic romantic comedy starts now!

(Source: Crunchyroll)

 Note: The final two episodes were broadcast together as a one hour special"
116741,"“Dear diary… I got reincarnated as a slime.”

Even in another world, lives aren’t always on the line. There’s plenty of work to be done, from feeding the community and forging the items the community needs; as well as plenty of play …and hijinks throughout! Join Rimuru and friends as they kick back and enjoy their daily lives.

(Source: Kodansha USA)"
171457,"Kazuhiko Nukumizu is a high school boy content to blend in with the background mob, until he witnessed his more popular classmate Anna Yanami get dumped by her childhood friend. He felt like he had to try to comfort Yanami, but this led him to become entangled with other girls who have met defeat at love?"
98385,"Akira Tachibana was once the ace of a track club, but an injury forced her to quell her passion for sports. Masami Kondou, a divorced father, had ambitions of being a writer and now manages a restaurant, where Akira works. It is the intersection of Akira and Masami’s seemingly disconnected lives that makes each of them reconsider and redefine everything about themselves.

(Source: Sentai Filmworks)"
107871,"Based on an anime RPG smartphone game by Cygames.

Set in the lovely land of Astoria where a gentle wind blows, Princess Connect! Re:Dive follows the adventures of: Yuuki, an amnesiac young man; Kokkoro, a small guide who looks after Yuuki; Pecorine, a beautiful swordswoman who is constantly hungry; and Karyl, a cat-eared magical girl with a somewhat cool personality. These fateful four form a guild entitled ""Bishoku-den"" (""Epicurean Hall"") and embark on delicious adventures together.

(Source: Crunchyroll)"
135136,"The second cour of Vanitas no Carte.

It’s 19th-century Paris, and young vampire Noé hunts for the Book of Vanitas. Attacked by a vampire driven insane, a human doctor called Vanitas tempts Noé with a mad crusade to “cure” the entire vampire race. While allying with him may be dangerous, news reaches Vanitas that the Beast of Gévaudan has returned, and Noé is being brought along to investigate this phantom from the past.

(Source: Funimation)"
112625,"Being an esper seems cool on TV, but in Saiki Kusuo's life as a normal teenager it's a real drag. The hit comedy manga returns in a new anime series!(Source: Netflix)
Note: The first 5 episodes take place between Season 2 and the Final Arc. The last continues the story from the Final Arc."
116005,"For 820 years he had slumbered with no knowledge of mankind's advancement and scientific progress. The land which he once knew has become an unfamiliar place with new technology, attitudes, and lifestyles. Upon awakening, Cadis Etrama Di Raizel (aka Rai), seeks to familiarize himself with this era. He locates a loyal servant of his, Frankenstein, who is currently the principal of a South Korean High School. Rai decides that this school is the perfect place to help him learn about the modern world, enrolls, and begins associating with a group of good-natured students in order to 'blend in'. But this new world is no safer than the old; and the dignified, bewildered, technologically inept Rai finds himself embroiled in adventures both ridiculous and dangerous."
107961,"After cleaning the Calligraphy Club room one afternoon, Kiryuu Keiki found a love letter addressed to him on the club's desk. Eager at the possibility of finally getting a girlfriend, he opens the envelope only to find the words, ""I like you"" along with a pair of the sender's panties. 

With only these panties as evidence, Keiki narrows down the identity to the four girls who helped him clean the club room that day: Tokihara Sayuki the lazy third-year president of Calligraphy Club, Koga Yuika a library committee member of foreign descent, Nanjou Mao, Keiki's slightly tsundere fellow classmate, and most awkwardly, Kiryuu Mizuha, Keiki's clean freak of a younger sister. Among at least three of these girls, Keiki believes is the one who left him the letter and their panties so with determination in his heart, he sets out to uncover which of these seemingly unorthodox ladies will become his girlfriend!"
97880,"The story takes place several years after Lelouch's ""Zero Requiem"" plan. 
He gave up his life to save the world and protect the ones he loved. The day Lelouch vi Brittannia fell was the day this war-torn world found peace. Now, as his friends work to keep the peace, a terrorist attack could risk everything. Can the brilliant tactician outwit death and save them all? Or will Lelouch’s legacy fall here? 
(Source: Funimation Films)"
100526,"Hikari Tsutsui has never been popular, his one real friend is an even worse otaku than he is, and the only girls he's known are the two-dimensional women from his manga and video games. Until, that is, he's sent to help clean the pool as punishment and is partnered with the school's resident ""bad girl"", the very real, very three-dimensional Iroha Igarashi. Brash, beautiful, and known for her promiscuous behavior, Iroha is loathed by other girls but loved by the guys. And yet, inexplicably, she not only seems to be interested in Hikari, but proposes that they enter into a relationship! Unable to resist, Hikari agrees, but there's one big catch - Iroha's moving away in six months, so no matter what happens between them, in half a year Hikari's guaranteed to lose his REAL GIRL!

(Source: Sentai Filmworks)"
21188,"The Royal Knight Academy was established to train the heirs and scions of the lands how to fight using the ancient mechanical dragons known as Drag-Rides. Those noble intentions, however, go royally astray when Lux, deposed prince of the Arcadia Empire, accidentally stumbles upon the Kingdom of Atismata's new Princess Lisesharte in her royal bath and sees altogether more than he should have. Challenged to a Drag-Ride duel when the Princess bares her anger, Lux finds himself thrust into a series of events that could ultimately expose the darkest secrets of both their royal families!

(Source: Sentai Filmworks)"
146210,"Meet Alto, a hapless student at Royal Ortigia Magic Academy whose academic performance leaves much to be desired. Rather than take a more sensible approach to salvaging his grades in time for graduation, Alto decides to summon a bit of otherworldly assistance. Only after does he learn he’s bound the legendary she-devil Vermeil into service as his familiar! But while Vermeil is a powerful ally sure to turn his grades around, her magic can only be replenished with a kiss, and that makes everything go to hell with Alto’s jealous childhood friend, Lilia.

(Source: Sentai Filmworks)"
6956,"Set in a family restaurant in Hokkaido, the northern prefecture of Japan, 16-year-old high school student Souta Takanashi works part-time along with his strange co-workers: Popura Taneshima, a high school girl who's a year older than Souta, yet easily mistaken for an elementary/middle schooler, and Kyoko Shirafuji, the 28-year-old store manager who doesn't bother to do any work at all. 
(Source: NIS America)"
21851,"Originally, Aichi Coexistence Private Academy was an all-girls school for privileged young ladies until it was decided that it would become co-ed. The fearful girls were permitted to bring weapons to protect themselves, and then a vigilante group was established called the “Supreme Five Swords."" When rebellious Nomura Fudou is sent to the academy, he is given two options: act and dress like a girl or be expelled!

(Source: Sentai Filmworks)"
139518,"The second season of Tsuki ga Michibiku Isekai Douchuu.

After Makoto Misumi defeats Mitsurugi and Sofia Bulga, humanity is saved from the attacking demon army—for the time being. The goddess is aware of Makoto’s growing power, and she sees him as less of a nuisance and more of a rival. Makoto continues his journey to further expand his community of outcasts and connect with more hyumans. But will he be strong enough to hold off the coming storm?

(Source: Crunchyroll)"
101547,"Nishimura Taichi is a typical, average high schooler, and Azuma Rin is a beautiful woman with the build of a model and excellent reflexes.  The two live a normal high school life until one day they're suddenly enveloped in a mysterious magic circle and transported to an unknown land.

That world is full of terrifying monsters, beastmen, dwarves, elves, and many other races right out of fantasy.  In order to survive in this new world Taichi and Rin decide to become adventurers, but when they take the aptitude test they discover they both possess cheat level magic...

(Source: Crunchyroll)"
138565,"After seeing enough death and tragedy, the immortal Fushi secludes himself on an island, defending himself from enemy Nokkers. However, instead of attacking Fushi in isolation, Nokkers begin targeting the settlements outside of his reach in hopes of luring him out. Soon, a group known as the Guardians—led by Hisame, the descendant of the deceased warrior Hayase—finds Fushi.

Inspired by how Fushi protected Janada Island from the Nokkers years ago, the Guardians have grown a considerable following and are recognized throughout the world. Initially reluctant, Fushi allows the Guardians to accompany him to the site of the Nokkers' recent attack. In their village, Fushi meets a few valuable allies, both new and old. But as the conflict with the Nokkers only leads to more loss, Fushi must find the inner strength to face his inevitable sorrow.

(Source: MAL Rewrite)"
6033,"A remastered version of Dragon Ball Z that adheres more to the manga's story.  This version includes newly recorded dialog by the original voice actors, new sound effects, new OP/ED sequences, and a brand new HD video transfer."
99634,"A three-part OVA adapting the ""Shingeki no Kyojin: Lost Girls"" spinoff novel that will be bundled with the 24th, 25th and 26th limited edition volumes of the manga.

Wall Sina, Goodbye:
Annie Leonhart has a job to do—and a resulting absence that must stay off her record at all costs. With no one else to turn to, she asks her comrade Hitch Dreyse to cover for her. She agrees but puts forward a single condition: Annie must solve the fruitless missing person case Hitch was assigned. The case revolves around Carly Stratmann, a university graduate and the daughter of wealthy businessman Elliot Stratmann. With only a single day to solve the case and the underground of the Stohess District crawling with thugs, Annie must put her all into finding this girl. Yet, every answer she uncovers only leads to further questions—how has the illegal drug coderoin found its way to Stohess, what is Elliot hiding, and where has Carly disappeared to?

Lost in the Cruel World:
With worry for Eren Yeager gripping her heart, Mikasa Ackerman begins to remember. She remembers her conversations with Armin Arlert, her concern for her friends, and most painfully, the time she had almost lost everything. As fear takes control, she begins to experience an alternate version of her past—some things can be changed, but are there events so inescapable that she can't even prevent them in her dreams?"
20057,"The story of the anime revolves around Dandy, an alien-hunter. His job is to seek out new aliens never seen before, and receives a reward whenever he finds a new species. His mission is to find those new species faster than anyone else as he travels the galaxy. Together with the bucket-of-bolts robot QT and the dimwit alien Meow he picked up along the way, he comes into contact with new planets and their inhabitants..

(Source: Anime News Network)"
137908,"An ordinary walk home from school turns into an epic journey for Usato. After suddenly being dropped into another world with two fellow students, Usato learns he was summoned there by accident. But things turn around when he discovers a unique aptitude for healing magic! Now, he trains beyond human limitations, using his self-healing abilities to gain absurd strength and unrivaled stamina.

(Source: Crunchyroll)"
175977,"Koshi Torako has everyone fooled. Her classmates see her as the perfect honor student, unaware of her secret delinquent past. But her new picturesque school life is thrown into chaos when she bumps into Shikanoko Noko, a girl with antlers! Mayhem seems to follow this strange doe-eyed girl. Who, or what, is she?

(Source: Crunchyroll)
Note: Each episode streamed 4 days early on some streaming services. The original TV broadcast started on June 7th, 2024."
106240,"In Kyoto in the year 2027, Naomi Katagaki, a male high school student encounters a person who is claiming to be Naomi from 10 years in the future. Together, they must change the future and save a classmate, Ruri, whom the younger Naomi starts to date in three months."
139498,"A long-running conspiracy is swirling over a mysterious power known as “Queen” in Raja, a small country west of Tempest. When a slime who evolved into a Demon Lord named Rimuru Tempest crosses paths with Hiiro, a survivor of the Ogre race, an incredible adventure packed with new characters begins. The power of bonds will be put to the test!


(Source: Crunchyroll)"
140596,"The second season of Ijiranaide, Nagatoro-san.
Miss Nagatoro is back for even more antics against Senpai in her next round of shenanigans! 
(Source: Crunchyroll)"
143653,"Ganta Nakami is a high school student who suffers from insomnia. One day, he meets Isaki Magari, a girl with the same condition. A strange, but special relationship forms as they share a secret and catch up on their sleep in their school’s abandoned observatory…

(Source: HIDIVE)"
107068,"Even after spending a considerable amount of time with Takagi, Nishikata is still struggling to find a perfect plan to defeat the expert teaser. A battle of wits, a contest of physical prowess, a test of courage—any strategy he employs to expose her weaknesses is to no avail. On the contrary, Nishikata's pitiful attempts only reveal more of his own flaws, which Takagi takes advantage of to become increasingly daring in her teasing attempts. To make things worse for Nishikata, rumors about him and Takagi may have spread in class due to the frequent interactions between them.

However, the optimistic Nishikata believes that wisdom comes with age and that as the days go by, his experience with her constant teasing will eventually bear fruit, leading him to the awaited moment of victory. Thus, Nishikata continues to strive for the seemingly impossible—to outsmart Takagi and make her blush with embarrassment."
5958,"Sakurai Tomoki has been having the same strange dream since he was a child and would wake up in tears. Sugata, an upperclassman at his school, believes the dream to be of the new continent. Later that night, while waiting under the cherry trees for Sugata and his childhood friend, an angel called Ikaros comes flying down and his peaceful life changes from then on."
21386,"OVA bundled with the 10th volume of the One Punch Man manga. It features an original story by the series' mangaka, ONE, about the secret story of the birth of Saitama's hero suit."
116242,"Aloof and logical middle school third-year Yuusuke Yotsuya is transported to a game-like alternate world. He becomes a third player and takes on a dangerous quest with his classmates Iu Shindo and Kusue Hakozaki, who were transported there earlier. The cold Yuusuke eschews emotionalism and examines all elements with detachment, sometimes even toying with the lives of his companions. Can he protect his party from attacking monsters, difficult incidents, and powerful scheming enemies and win the game?

(Source: Crunchyroll)"
20590,"Mistarcia is a magical world where humans, gods, and demons mingle together. In the past, the black-and-silver winged Bahamut has threatened to destroy the land, but humans, gods, and demons overcame their differences to fight together and seal its power. The key to that seal was split in two, one half given to the gods and the other to demons, so that they would never be united and Bahamut never released. Now, two thousand years later, the world is in an era of peace—until the day a human woman steals the gods' half of the key."
19221,"The story centers around Kanade Amakusa, a boy cursed with the mental power of ""absolute multiple-choice""—a multiple-choice quiz will suddenly appear in his mind, and the choice he makes will become his reality. For example, he would have to choose between going nude from the waist up or the waist down in school. While in school, he is given another choice: 1) A beautiful girl will fall before him or 2) he will fall from the rooftop in female clothes. He chooses option 1, and a blonde girl named Chocolat falls before him.

(Source: Anime News Network)"
108631,"The second season of Hataraku Saibou.

Cells at Work!! continues the tale of…well…you! Set inside the human body, Cells at Work!! chronicles the life and times of everything from the oxygen-carrying Red Blood Cells to the bacteria-fighting White Blood Cells. And, of course, the dangerous viruses and villains lurking beneath the skin!

(Source: Funimation)

Notes:
- The episodes were streamed two days ahead of the Japanese broadcast on Funimation beginning on Jan 8, 2021 at 2:00 JST. The regular TV broadcast started on Jan 9, 2021 at 23:30 JST.
- The pre-screened movie ""Hataraku Saibou!!"" Saikyou no Teki, Futatabi. Karada no Naka wa ""Chou"" Oosawagi! is included as episodes 4-8 split into the broadcast."
99540,"The Seven Deadly Sins travel to a remote land in search of the phantom ingredient ""sky fish."" Meliodas and Hawk end up at a ""Sky Palace"" that exists above the clouds, where all the residents have wings. Meliodas is mistaken for a boy who committed a crime and is thrown in prison. Meanwhile, the residents are preparing a ceremony for defense against a ferocious beast that awakens once every 3,000 years. But the Six Knights of Black, a Demon Clan army, arrives and removes the seal on the beast in order to threaten the lives of the residents of Sky Palace. Meliodas and his allies meet the Six Knights of Black in battle.

(Source: Anime News Network)"
71,"Sousuke Sagara, a seventeen year old military specialist working for the secret organization MITHRIL, has been assigned to protect the latest ""Whispered"" candidate Kaname Chidori. To complete this task Sousuke will have to deal with enemies from his past as well as the occasional panty thief. Unfortunately for Sousuke, the toughest part of his mission isn't only protecting Miss Chidori but also getting used to living an average High School students life, no easy task for someone raised on the battlefield.
(Source: Anime News Network)"
20614,"Even though it has been a year since the Iwatobi High School Swim Club has been created, new members have yet to join the club. Now that Haruka Nanase and Makoto Tachibana are senior students, along with their younger friends Nagisa Hazuki and Rei Ryuugazaki, they have to find a way to attract new members. If not, the club will be forced to close the following year due to a lack of membership.

Meanwhile, with impending graduation, it is also time for the seniors to decide their plans for the future. Unlike their friend Rin Matsuoka, the new captain of Samezuka Academy Swim Club who is determined to fulfill his dream of being a professional swimmer, Haruka and Makoto are unsure about what career path they want to take.

Further problems arise when an old friend of Rin's, Sousuke Yamazaki, comes to the city to study at Samezuka Academy; the recently scouted swimmer's arrival causes tension in the relationship among him, Rin, and Haruka.

[Written by MAL Rewrite]"
21509,"Makoto Naegi, the Ultimate Hope who defeated the Ultimate Despair, Junko Enoshima, is under suspicion of treason against the Future Foundation for harboring the Remnants of Despair who carried on her will. As top members of the Future Foundation, including Makoto's former classmates Kyoko Kirigiri, Aoi Asahina, and Yasuhiro Hagakure, are brought together to decide on Makoto's punishment, they are all imprisoned by Monokuma, who forces everyone to participate in a final killing game. They must try to find the traitor among them who will kill them in their sleep, while also trying to avoid being mortally poisoned by personalised forbidden actions. Thrust into a game where no one can trust each other, Makoto's ideals of hope are pushed to their very limits.

(Source: IMDB, edited)

Aired alongside of Danganronpa 3: Zetsubou-hen, with Mirai-hen starting first."
1889,"Continuing from the first series, Higurashi no Naku Koro ni Kai begins to shed some light on the dark mysteries prevalent in the preceding season. The young group of friends in the town of Hinamizawa continue to enter terrible conflicts with one another in their never ending summer of 1983, often ending with the brutal murder of one of their numbers. Furude Rika, with the help of her spiritual friend Hanyuu, tackles challenges over and over, trying her best to keep their lives from coming to a tragic end. With no end to the torture in sight, Rika must call upon the bonds of friendship and trust among her friends to discover the true villain of this eternal June."
10495,"Right after starting middle school, Akari Akaza joins the Amusement Club which is composed solely by her two childhood friends, Kyouko Toshinou and Yui Funami. Chinatsu Yoshikawa, Akaza's classmate, becomes a member after finding out about the dissolution of the Tea Club. 
The Amusement Club, situated at the tea room facility since the Tea Club disbanded, has no clear purpose, being free for the girls to do whatever they want.
(Source: Anime News Network)"
21006,The Grisaia no Rakuen visual novel continues the Grisaia no Meikyuu visual novel's main route and concludes the trilogy. It also includes a prologue following the five heroines as they arrive at Mihama Academy.
21517,"A Kiss Note is a powerful notebook that makes anyone who has their name written together will instantly fall in love if they kiss each other regardless of any circumstances. This magical and very familiar item belongs to an angel named Guri whose job as cupid is to create couples. However, she accidentally writes down Aino Seiji, a regular high school student, and unless he kisses someone, Guri will die. She convinces Seiji to go kiss his crush, Hiyama Akane, the school's popular girl who turns out has even stronger feelings for him, bordering on obsessive and psychotic. Eventually Akane and Seiji come together but not before Guri decides that she likes Seiji as well. What seems awesome to most guys becomes hell for Seiji who just wants a normal relationship with girls.

(Source: IMDB)"
486,"Based on a hit light novel series by Keiichi Sigsawa, the philosophical Kino's Journey employs the time-honored motif of the road trip as a vehicle for self-discovery and universal truth. Deeply meditative and cooler than zero, the series follows the existential adventures of the apt marksman Kino along with talking motorcycle Hermes as they travel the world and learn much about themselves in the process. Imaginative, thought-provoking, and sometimes disturbing, Kino's journey is documented in an episodic style with an emphasis on atmosphere rather than action or plot, though still prevalent."
6114,"Seven teenagers in 1955 have to learn to live together in the same hold in the reformatory of Shounan. Confined in a hall where suffering and humiliation are daily, they are waiting for a ray of hope in a dark, incarcerating world. The story follows their life together and how they move on afterwards."
45,"Himura Kenshin is a vagabond with a dark past and sunny disposition. Not a ronin but a rurouni, he was never a samurai, but an assassin of utmost skill in the Meiji restoration, who in the turning point of the war simply walked away. His travels lead him to Tokyo in the 11th year of the Meiji era, where he befriends a female Kendo master, a former thief, a brawler and a doctor all with their own secrets. Together they fight off the enemies surfacing from the dark past that Kenshin cannot escape. 
(Source: Anime News Network)"
20879,"The second part of Durarara!!x2

In Ikebukuro, the lives of its citizens continue intertwining with each other as if their fates are predestined. Mikado Ryuugamine is now one step closer to his goal of living an exciting life, and in turn, delves deeper into the darker side of Ikebukuro. After gaining absolute control over a former rival, he uses his newfound power as he pleases, purging the Dollars from the inside to mold it into the ideal organization. This proves to be as challenging as it sounds as Mikado must now deal with unwanted outside interference, most notably a re-emerging and dearly missed friend. Meanwhile, Izaya Orihara still has some schemes up his sleeve, although a rival information exchange center has proven to be quite the hindrance, lurking within everyone’s favorite downtown district. Undoubtedly, sooner or later, chaos will strike again.

(Source: MAL Rewrite)"
100878,"In 1926, Tanya and her battalion return home from defeating remnants of the Republic's army. However, when they arrive they receive word of a massive mobilization near the border with the Russy Federation, so the Empire's army must prepare. At the same time, a multinational army under the leadership of the Allied Kingdom moves into the Russy Federation. The enemy of an enemy is a friend, but among the Allied Kingdom army is Mary Sioux, a girl who has sworn to exact justice against the Empire for the death of her father.

(Source: Anime News Network)"
16762,"Yuno Gasai lives a normal life as a first-year in high school. She gets along well with her parents and even has a small circle of friends. However, she cannot help but feel as if someone is missing from her life, someone so important to her that it was as if she had lived another life trying desperately to stay with them.

After a class trip to the beach, Yuno returns home; but in the middle of the night, she receives strange messages from a voice only she can hear. The voice informs her of the person she is desperate to meet and that she must find him. Soon, she finds herself in a mysterious realm, her only goal being reunited with the person she cannot remember. Though obstacles stand in her way, Yuno will stop at nothing to meet her beloved once again.

(Source: MAL Rewrite)"
387,"A dream of falling from the sky... and then birth. Rakka is born from a large cocoon into the Old Home, greeted by a group of girls with small wings on their backs and shining halos above their heads. Soon Rakka’s own wings grow, a halo is placed on her head and she is told that she must work in the nearby town of Grie. She soon realizes that the town and the entire world they live in are confined behind the Wall, a tall, impenetrable wall that none except the mysterious Toga are allowed to exit. 
(Source: Anime News Network)"
21825,"Chisa Yukizome begins her job as homeroom teacher for Hope's Peak Academy's 77th Class of Ultmate students. Meanwhile, Hajime Hinata, a student of the school's Reserve Course for students without talent, prepares to undergo an experiment to make him the Ultimate Hope. What follows is a series of tragic events which lead to the birth of the Remnants of Despair and the realization of ""The Biggest, Most Awful, Most Tragic Event in Human History.""

Aired alongside of Danganronpa 3: Mirai-hen, with Mirai-hen starting first."
9617,"With graduation right around the corner, every member of the Light Music Club except for Azusa will be leaving for good. But the girls aren’t going to let something as silly as graduation tear them apart! For their final hurrah, the girls are going on the ultimate vacation tour— all the way to London! Their overseas journey will lead them on a trip of discovery and friendship as they take the stage one last time for their final encore together.
(Source: Sentai Filmworks)"
